reference,comparison,metric,reference_mean,comparison_mean,difference,favorable_direction,oriented_improvement
rsg_complete,cgdc_no_decomposition_loss,metallic_to_target_intrusion_rate,0.11174242424242424,0.11553030303030302,0.0037878787878787845,-1,-0.0037878787878787845
rsg_complete,cgdc_no_decomposition_loss,direct_accuracy,0.7596053997923157,0.751557632398754,-0.008047767393561722,0,-0.0
rsg_complete,cgdc_no_decomposition_loss,mapped_accuracy,0.7663551401869159,0.7536344755970924,-0.01272066458982346,0,-0.0
rsg_complete,cgdc_no_decomposition_loss,fused_accuracy,0.7645379023883697,0.7538940809968847,-0.010643821391485009,1,-0.010643821391485009
rsg_complete,cgdc_no_decomposition_loss,oracle_accuracy,0.7871235721703012,0.7751817237798546,-0.011941848390446541,0,-0.0
rsg_complete,cgdc_no_decomposition_loss,expert_prediction_disagreement_rate,0.056074766355140186,0.0563343717549325,0.0002596053997923134,0,0.0
rsg_complete,cgdc_no_decomposition_loss,one_right_one_wrong_rate,0.048286604361370715,0.045171339563862926,-0.0031152647975077885,0,-0.0
rsg_complete,cgdc_no_decomposition_loss,one_right_gate_selection_accuracy,0.5801457194899817,0.5110054993318089,-0.06914022015817278,1,-0.06914022015817278
rsg_complete,cgdc_no_decomposition_loss,mean_routing_regret_nll,0.08087104776739357,0.08724058255451714,0.006369534787123571,-1,-0.006369534787123571
rsg_complete,cgdc_no_decomposition_loss,complementarity_recovery,-0.08619047619047676,-0.1083333333333337,-0.022142857142856937,1,-0.022142857142856937
rsg_complete,cgdc_no_decomposition_loss,brier_score,0.370170454270061,0.3939064410216788,0.02373598675161781,-1,-0.02373598675161781
rsg_complete,cgdc_no_decomposition_loss,expected_calibration_error,0.12900819444444442,0.1545770184319834,0.025568823987538986,-1,-0.025568823987538986
