bootstrap_index,accuracy,macro_f1,target_recall,target_miss_rate,ti_to_target_intrusion,metallic_to_target_intrusion
114,0.012980269989615767,0.016682851053530328,-0.06905710491367863,0.06905710491367863,-0.0196877121520706,-0.039772727272727265
115,0.015057113187954293,0.018027220032431845,-0.07304116865869852,0.07304116865869852,-0.010862186014935507,-0.045454545454545456
116,0.0031152647975077885,0.010323262819395107,-0.04116865869853914,0.04116865869853914,0.01425661914460285,-0.030303030303030304
117,0.009086188992731059,0.011273693881313348,-0.06374501992031867,0.06374501992031867,9.25185853854297e-18,-0.05113636363636364
118,0.009086188992731023,0.010547877516333348,-0.041168658698539175,0.041168658698539175,0.010183299389002037,-0.018939393939393933
119,-0.003374870197300095,-0.0006403924372125521,-0.010624169986719778,0.010624169986719778,-0.006109979633401222,0.007575757575757573
120,0.009086188992731023,0.010671330956480207,-0.027888446215139417,0.027888446215139417,-0.02308214528173795,-0.03598484848484848
121,0.022326064382139132,0.01946608785345842,-0.029216467463479428,0.029216467463479428,-0.023761031907671416,-0.018939393939393933
122,0.014797507788161987,0.014573025530104644,-0.043824701195219085,0.043824701195219085,-0.01425661914460285,-0.009469696969696975
123,0.01401869158878503,0.011537266090883902,-0.003984063745019917,0.003984063745019917,-0.01697216564833673,-0.0037878787878787754
124,0.0210280373831776,0.018012063405812257,-0.10491367861885788,0.10491367861885788,-0.06042090970807875,-0.04166666666666665
125,0.0163551401869159,0.018249253201522892,-0.029216467463479428,0.029216467463479428,-0.008146639511201634,-0.01325757575757576
126,0.020508826583592914,0.022002697202548032,-0.017264276228419678,0.017264276228419678,-0.01289884589273591,-0.03977272727272727
127,0.023624091381100703,0.01882879896299509,-0.05444887118193894,0.05444887118193894,-0.0353021045485404,-0.03598484848484849
128,0.005711318795430927,0.008732718702454142,-0.10225763612217798,0.10225763612217798,-0.012219959266802439,-0.04924242424242424
129,0.002336448598130795,0.004161558197949389,0.0026560424966799814,-0.0026560424966799814,0.002036659877800412,4.625929269271485e-18
130,0.020249221183800608,0.023705003569592892,-0.061088977423638724,0.061088977423638724,-0.014935505770536317,-0.045454545454545456
131,0.008307372793354103,0.007772150063578749,-0.043824701195219085,0.043824701195219085,0.0027155465037338733,-0.02083333333333333
132,-0.004153686396677052,0.0006922880018026175,-0.059760956175298786,0.059760956175298786,0.006788866259334686,-0.013257575757575751
133,0.01739356178608516,0.015548414277201031,-0.08366533864541832,0.08366533864541832,-0.042090970807875085,-0.03787878787878788
134,0.029595015576323973,0.029944588349616035,-0.07569721115537849,0.07569721115537849,-0.025797691785471828,-0.054924242424242424
135,-0.004932502596053971,-0.004210084754889672,-0.014608233731739695,0.014608233731739695,0.005431093007467756,-0.013257575757575754
136,-0.0077881619937694895,-0.003278349862655331,-0.05312084993359889,0.05312084993359889,-0.0006788866259334706,-0.02651515151515151
137,0.012201453790238811,0.012916866462500601,-0.039840637450199244,0.039840637450199244,-0.02511880515953836,-0.02651515151515152
138,0.015835929387331287,0.013913129921781842,-0.04249667994687919,0.04249667994687919,-0.023761031907671416,-0.009469696969696966
139,0.0036344755970924383,0.0013463822779360424,-0.010624169986719778,0.010624169986719778,-0.014256619144602856,-0.015151515151515147
